Choosen;title;author;date;link;pdf_link;query;search_engine;nr_found;cite_count;doi;nix;nix;nix;nix;;;;
;Chisel: A policy-driven  context-aware  dynamic adaptation framework;J Keeney, V Cahill - … Workshop on Policies for Distributed …, 2003 - ieeexplore.ieee.org;2003;https://ieeexplore.ieee.org/abstract/document/1206953/;https://pdfs.semanticscholar.org/890f/ea489767d98157b6e414f828ef23b3b34858.pdf;context-aware+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;208;No DOI available;;;;;;;;
;Supporting context-aware mobile applications: an infrastructure approach;MJ van Sinderen, AT van Halteren… - IEEE …, 2006 - ieeexplore.ieee.org;2006;https://ieeexplore.ieee.org/abstract/document/1705985/;https://ieeexplore.ieee.org/iel5/35/36012/01705985.pdf;context-aware+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;129;No DOI available;;;;;;;;
;An architecture for the effective support of adaptive context-aware applications;C Efstratiou, K Cheverst, N Davies, A Friday - International Conference on …, 2001 - Springer;2001;https://link.springer.com/chapter/10.1007/3-540-44498-X_2;http://eprints.lancs.ac.uk/11965/1/mdm2001.pdf;context-aware+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;130;No DOI available;;;;;;;;
;A survey on context-aware systems;M Baldauf, S Dustdar, F Rosenberg - … Journal of Ad Hoc and Ubiquitous …, 2007 - cs.umd.edu;2007;http://www.cs.umd.edu/class/spring2014/cmsc818g/files/surveyoncontextawaresystems.pdf;http://www.cs.umd.edu/class/spring2014/cmsc818g/files/surveyoncontextawaresystems.pdf;context-aware+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;2358;No DOI available;;;;;;;;
;The context toolkit: aiding the development of context-enabled applications;D Salber, AK Dey, GD Abowd - … of the SIGCHI conference on Human …, 1999 - dl.acm.org;1999;https://dl.acm.org/citation.cfm?id=303126;https://smartech.gatech.edu/bitstream/handle/1853/3481/98-33.pdf;context-aware+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;1384;No DOI available;;;;;;;;
;Context-aware adaptation in an ecology of applications;D Preuveneers, K Victor, Y Vanrompay… - Context-Aware Mobile …, 2009 - igi-global.com;2009;https://www.igi-global.com/chapter/context-aware-mobile-ubiquitous-computing/7114;http://www.davy.preuveneers.be/publications/context_chapter09.pdf;context-aware+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;20;No DOI available;;;;;;;;
;Model driven development of context-aware service oriented architecture;S Vale, S Hammoudi - 2008 11th IEEE International …, 2008 - ieeexplore.ieee.org;2008;https://ieeexplore.ieee.org/abstract/document/4625096/;https://ieeexplore.ieee.org/iel5/4625018/4625019/04625096.pdf;context-aware+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;24;No DOI available;;;;;;;;
;A user-centric  resource-aware  context-sensitive  multi-device application framework for ubiquitous computing environments;M Roman, RH Campbell - University of Illinois at Urbana-Champaign …, 2002 - academia.edu;2002;http://www.academia.edu/download/36555463/AppFrameworkTR.pdf;http://www.academia.edu/download/36555463/AppFrameworkTR.pdf;context-aware+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;36;No DOI available;;;;;;;;
;An extensive survey of context-aware middleware architectures;A Saeed, T Waheed - 2010 IEEE International Conference on …, 2010 - ieeexplore.ieee.org;2010;https://ieeexplore.ieee.org/abstract/document/5612118/;https://ieeexplore.ieee.org/iel5/5599908/5612082/05612118.pdf;context-aware+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;46;No DOI available;;;;;;;;
;MobiPADS: a reflective middleware for context-aware mobile computing;ATS Chan, SN Chuang - IEEE Transactions on software engineering, 2003 - computer.org;2003;https://www.computer.org/csdl/trans/ts/2003/12/e1072.pdf;http://scholar.google.de/scholar?output=instlink&nossl=1&q=info:G51x0WBAX4YJ:scholar.google.com/&hl=de&as_sdt=0,5&scillfp=10347438113352720659&oi=lle;context-aware+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;263;No DOI available;;;;;;;;
;Context-aware middleware for mobile multimedia applications;O Davidyuk, J Riekki, VM Rautio, J Sun - Proceedings of the 3rd …, 2004 - dl.acm.org;2004;https://dl.acm.org/citation.cfm?id=1052410;http://www.mediateam.oulu.fi/publications/pdf/791.pdf;context-aware+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;80;No DOI available;;;;;;;;
;A service‐oriented middleware for building context‐aware services;T Gu, HK Pung, DQ Zhang - Journal of Network and computer applications, 2005 - Elsevier;2005;https://www.sciencedirect.com/science/article/pii/S1084804504000451;No PDF available;context-aware+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;1111;No DOI available;;;;;;;;
;A context management framework for supporting context-aware distributed applications;H Van Kranenburg, MS Bargh, S Iacob… - IEEE …, 2006 - researchgate.net;2006;https://www.researchgate.net/profile/Arjan_Peddemors/publication/3199716_A_context_management_framework_for_supporting_context-aware_distributed_applications/links/09e415112a3188a736000000.pdf;https://www.researchgate.net/profile/Arjan_Peddemors/publication/3199716_A_context_management_framework_for_supporting_context-aware_distributed_applications/links/09e415112a3188a736000000.pdf;context-aware+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;125;No DOI available;;;;;;;;
;Automated context-driven composition of pervasive services to alleviate non-functional concerns;D Preuveneers, Y Berbers - International Journal of Computing and …, 2005 - ijcis.info;2005;http://www.ijcis.info/International%20Journal%20of%20Computing%20and%20Information%20Sciences_files/SP_IWSAC/SPW19_28.pdf;http://www.ijcis.info/International%20Journal%20of%20Computing%20and%20Information%20Sciences_files/SP_IWSAC/SPW19_28.pdf;context-aware+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;32;No DOI available;;;;;;;;
;Reconfigurable service composition and categorization for power-aware mobile computing;E Park, H Shin - IEEE transactions on Parallel and distributed …, 2008 - ieeexplore.ieee.org;2008;https://ieeexplore.ieee.org/abstract/document/4553702/;https://ieeexplore.ieee.org/iel5/71/4637367/04553702.pdf;context-aware+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;36;No DOI available;;;;;;;;
;Scalable processing of context information with COSMOS;D Conan, R Rouvoy, L Seinturier - … International Conference on Distributed …, 2007 - Springer;2007;https://link.springer.com/chapter/10.1007/978-3-540-72883-2_16;https://link.springer.com/content/pdf/10.1007/978-3-540-72883-2_16.pdf;context-aware+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;136;No DOI available;;;;;;;;
;Deployment of context-aware component-based applications based on middleware;D Zheng, J Wang, Y Jia, WH Han, P Zou - International Conference on …, 2007 - Springer;2007;https://link.springer.com/chapter/10.1007/978-3-540-73549-6_89;No PDF available;context-aware+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;25;No DOI available;;;;;;;;
;Adaptive context management using a component-based approach;D Preuveneers, Y Berbers - IFIP International Conference on Distributed …, 2005 - Springer;2005;https://link.springer.com/chapter/10.1007/11498094_2;https://link.springer.com/content/pdf/10.1007/11498094_2.pdf;context-aware+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;55;No DOI available;;;;;;;;
;Context-aware composition of mobile services;S Panagiotakis, A Alonistioti - IT Professional, 2006 - ieeexplore.ieee.org;2006;https://ieeexplore.ieee.org/abstract/document/1683741/;https://ieeexplore.ieee.org/iel5/6294/35450/01683741.pdf;context-aware+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;21;No DOI available;;;;;;;;
;A survey on context-aware web service systems;HL Truong, S Dustdar - International Journal of Web …, 2009 - emeraldinsight.com;2009;https://www.emeraldinsight.com/doi/pdf/10.1108/17440080910947295;https://pdfs.semanticscholar.org/fe75/bbbb60e4d14d841a4640c6e9f22b096ae1c4.pdf;context-aware+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;225;No DOI available;;;;;;;;
;Context-aware adaptation for component-based pervasive computing systems;D Preuveneers, Y Vandewoude, P Rigole, D Ayed… - 2006 - researchgate.net;2006;https://www.researchgate.net/profile/Yolande_Berbers/publication/242406908_Context-aware_adaptation_for_component-based_pervasive_computing_systems/links/0deec52ef80285e3f7000000.pdf;https://www.researchgate.net/profile/Yolande_Berbers/publication/242406908_Context-aware_adaptation_for_component-based_pervasive_computing_systems/links/0deec52ef80285e3f7000000.pdf;context-aware+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;18;No DOI available;;;;;;;;
;Adaptation in context-aware pervasive information systems: the SECAS project;T Chaari, F Laforest, A Celentano - International Journal of …, 2008 - emeraldinsight.com;2008;https://www.emeraldinsight.com/doi/abs/10.1108/17427370710863130;https://www.researchgate.net/profile/Frederique_Laforest/publication/220674261_Adaptation_in_Context-Aware_Pervasive_Information_Systems_The_SECAS_Project/links/00b4951531426a29f5000000/Adaptation-in-Context-Aware-Pervasive-Information-Systems-The-SECAS-Project.pdf;context-aware+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;73;No DOI available;;;;;;;;
;Context-Aware Composition of E-services;L Baresi, D Bianchini, V De Antonellis… - … on Technologies for E …, 2003 - Springer;2003;https://link.springer.com/chapter/10.1007/978-3-540-39406-8_3;https://www.researchgate.net/profile/Meichun_Hsu/publication/242502687_Technologies_for_E-Services_5th_International_Workshop_TES_2004_Toronto_Canada_August_29-30_2004_Revised_Selected_Papers/links/54510f450cf2bf864cba88ad.pdf#page=37;context-aware+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;55;No DOI available;;;;;;;;
;Context-aware service adaptation: an approach based on fuzzy sets and service composition;M Madkour, D El Ghanami, A Maach… - Journal of Information …, 2013 - iis.sinica.edu.tw;2013;http://www.iis.sinica.edu.tw/page/jise/2013/201301_01.pdf;http://www.iis.sinica.edu.tw/page/jise/2013/201301_01.pdf;context-aware+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;27;No DOI available;;;;;;;;
;Multiple user interfaces: cross-platform applications and context-aware interfaces;A Seffah, H Javahery - … platform applications and context-aware …, 2004 - Wiley Online Library;2004;https://onlinelibrary.wiley.com/doi/pdf/10.1002/0470091703#page=28;No PDF available;context-aware+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;101;No DOI available;;;;;;;;
;Context-aware multimedia computing in the intelligent hospital;S Mitchell, MD Spiteri, J Bates… - Proceedings of the 9th …, 2000 - dl.acm.org;2000;https://dl.acm.org/citation.cfm?id=566730;http://www.cl.cam.ac.uk/research/dtg/lce-pub/public/files/SIGOPS-EW2000.pdf;context-aware+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;91;No DOI available;;;;;;;;
;A survey on service composition middleware in pervasive environments;N Ibrahim, FL Mouel - arXiv preprint arXiv:0909.2183, 2009 - arxiv.org;909;https://arxiv.org/abs/0909.2183;https://arxiv.org/pdf/0909.2183;context-aware+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;67;No DOI available;;;;;;;;
;Distributed context management in a mobility and adaptation enabling middleware (madam);M Mikalsen, N Paspallis, J Floch, E Stav… - Proceedings of the …, 2006 - dl.acm.org;2006;https://dl.acm.org/citation.cfm?id=1141444;https://www.researchgate.net/profile/George_Papadopoulos9/publication/221000010_Distributed_context_management_in_a_mobility_and_adaptation_enabling_middleware_MADAM/links/00b49530601eb4ad70000000.pdf;context-aware+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;35;No DOI available;;;;;;;;
;Towards context independence in distributed context-aware applications by the model driven approach;S Vale, S Hammoudi - Proceedings of the 3rd international workshop on …, 2008 - dl.acm.org;2008;https://dl.acm.org/citation.cfm?id=1387317;No PDF available;context-aware+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;10;No DOI available;;;;;;;;
;Context aware deployment for mobile users;C Taconet, E Putrycz, G Bernard - Proceedings 27th Annual …, 2003 - ieeexplore.ieee.org;2003;https://ieeexplore.ieee.org/abstract/document/1245324/;https://ieeexplore.ieee.org/iel5/8813/27898/01245324.pdf;context-aware+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;24;No DOI available;;;;;;;;
;Research challenges in mobile and context-aware service development;J Pauty, D Preuveneers, P Rigole, Y Berbers - … Research Challenges for …, 2006 - Citeseer;2006;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.109.2862&rep=rep1&type=pdf#page=143;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.109.2862&rep=rep1&type=pdf#page=143;context-aware+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;29;No DOI available;;;;;;;;
;A Context Model based on Ontological Languages: a Proposal for Information Visualization.;R Hervás, J Bravo, J Fontecha - J. UCS, 2010 - jucs.org;2010;http://www.jucs.org/jucs_16_12/a_context_model_based/jucs_16_12_1539_1555_hervas.pdf;https://www.researchgate.net/profile/Ramon_Hervas/publication/220349061_A_Context_Model_based_on_Ontological_Languages_A_Proposal_for_Information_Visualization/links/54ec34920cf2082851bf66a8/A-Context-Model-based-on-Ontological-Languages-A-Proposal-for-Information-Visualization.pdf;context-aware+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;115;No DOI available;;;;;;;;
;A data model for context-aware deployment of component-based applications onto distributed systems;D Ayed, C Taconet, G Bernard - … -oriented approaches to context-aware …, 2004 - scss.tcd.ie;2004;https://www.scss.tcd.ie/conferences/COA-CAC-04/submissions/ayed.pdf;https://www.scss.tcd.ie/conferences/COA-CAC-04/submissions/ayed.pdf;context-aware+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;13;No DOI available;;;;;;;;
;Modeling and processing information for context-aware computing: A survey;C Hoareau, I Satoh - New Generation Computing, 2009 - Springer;2009;https://link.springer.com/article/10.1007/s00354-009-0060-5;https://link.springer.com/content/pdf/10.1007/s00354-009-0060-5.pdf;context-aware+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;71;No DOI available;;;;;;;;
;Modeling of component-based self-adapting context-aware applications for mobile devices;K Geihs, MU Khan, R Reichle, A Solberg… - … Techniques: Design for …, 2006 - Springer;2006;https://link.springer.com/chapter/10.1007/978-0-387-39388-9_8;https://link.springer.com/content/pdf/10.1007/978-0-387-39388-9_8.pdf;context-aware+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;27;No DOI available;;;;;;;;
;A conceptual framework for provisioning context-aware mobile cloud services;HJ La, SD Kim - 2010 IEEE 3rd International Conference on …, 2010 - ieeexplore.ieee.org;2010;https://ieeexplore.ieee.org/abstract/document/5557960/;No PDF available;context-aware+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;79;No DOI available;;;;;;;;
;Genetic algorithm-based optimization of service composition and deployment;Y Vanrompay, P Rigole, Y Berbers - … of the 3rd international workshop on …, 2008 - dl.acm.org;2008;https://dl.acm.org/citation.cfm?id=1387313;https://www.researchgate.net/profile/Yolande_Berbers/publication/228621214_Genetic_algorithm-based_optimization_of_service_composition_and_deployment/links/00b7d52bc83d24d9c6000000.pdf;context-aware+AND+distributed+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;42;No DOI available;;;;;;;;
